Date,BC BASE Flow Local (ML),BC BASE Flow Local + Upstream (ML),BC BASE TN Local (KG),BC BASE TN Local + Upstream (KG),BC BASE TP Local (KG),BC BASE TP Local + Upstream (KG),BC BASE OXY Local (KG),BC BASE OXY Local + Upstream (KG),BC Capped Flow Local (ML),BC Capped Flow Local + Upstream (ML),BC Capped TN Local (KG),BC Capped TN Local + Upstream (KG),BC Capped TP Local (KG),BC Capped TP Local + Upstream (KG),BC Capped OXY Local (KG),BC Capped OXY Local + Upstream (KG),BC Dry Flow Local (ML),BC Dry Flow Local + Upstream (ML),BC Dry TN Local (KG),BC Dry TN Local + Upstream (KG),BC Dry TP Local (KG),BC Dry TP Local + Upstream (KG),BC Dry OXY Local (KG),BC Dry OXY Local + Upstream (KG),BC Wet Flow Local (ML),BC Wet Flow Local + Upstream (ML),BC Wet TN Local (KG),BC Wet TN Local + Upstream (KG),BC Wet TP Local (KG),BC Wet TP Local + Upstream (KG),BC Wet OXY Local (KG),BC Wet OXY Local + Upstream (KG),BC Targets Flow Local (ML),BC Targets Flow Local + Upstream (ML),BC Targets TN Local (KG),BC Targets TN Local + Upstream (KG),BC Targets TP Local (KG),BC Targets TP Local + Upstream (KG),BC Targets OXY Local (KG),BC Targets OXY Local + Upstream (KG),Field Mean TN (mg/L),Field Mean TP (mg/L),Field Mean TCHLA (ug/L),Field Mean Oxygen (mg/L),Field Mean TEMP (C),Field Mean Salinity (psu),SCERM44_2015_2016_ALL Mean TN (mg/L),SCERM44_2015_2016_ALL Mean TP (mg/L),SCERM44_2015_2016_ALL Mean Oxy (mg/L),SCERM44_2015_2016_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_ALL Mean Salinity (psu),SCERM44_2015_2016_Capped_ALL Mean TN (mg/L),SCERM44_2015_2016_Capped_ALL Mean TP (mg/L,)SCERM44_2015_2016_Capped_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Capped_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Capped_ALL Mean Salinity (psu),SCERM44_2015_2016_Dry_ALL Mean TN (mg/L),SCERM44_2015_2016_Dry_ALL Mean TP (mg/L),SCERM44_2015_2016_Dry_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Dry_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Dry_ALL Mean Salinity (psu),SCERM44_2015_2016_Target_ALL Mean TN (mg/L),SCERM44_2015_2016_Target_ALL Mean TP (mg/L),SCERM44_2015_2016_Target_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Target_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Target_ALL Mean Salinity (psu),SCERM44_2017_2018_ALL Mean TN (mg/L),SCERM44_2017_2018_ALL Mean TP (mg/L),SCERM44_2017_2018_ALL Mean Oxy (mg/L),SCERM44_2017_2018_ALL Mean TCHLA (ug/L),SCERM44_2017_2018_ALL Mean Salinity (psu),SCERM44_2017_2018_Wet_ALL Mean TN (mg/L),SCERM44_2017_2018_Wet_ALL Mean TP (mg/L),SCERM44_2017_2018_Wet_ALL Mean Oxy (mg/L),SCERM44_2017_2018_Wet_ALL Mean TCHLA (ug/L),SCERM44_2017_2018_Wet_ALL Mean Salinity (psu),
11/2008,5707.2643,5707.2643,6839.1470,6839.1470,485.3839,485.3839,41518.3729,41518.3729,5707.2643,5707.2643,2943.2367,2943.2367,191.4326,191.4326,41518.3729,41518.3729,1753.4275,1753.4275,1587.6650,1587.6650,126.2355,126.2355,13095.2698,13095.2698,4538.7130,4538.7130,4890.4637,4890.4637,367.7824,367.7824,33174.6840,33174.6840,5707.2643,5707.2643,5291.4978,5291.4978,447.6311,447.6311,41518.3729,33174.6840,0.8628,0.0857,4.1637,69.9895,22.3805,21.3924, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
12/2008,1934.4960,1934.4960,1776.7798,1776.7798,141.4432,141.4432,13330.5295,13330.5295,1934.4960,1934.4960,961.6244,961.6244,69.9894,69.9894,13330.5295,13330.5295,812.3328,812.3328,651.3232,651.3232,52.5493,52.5493,5720.8359,5720.8359,1739.3616,1739.3616,1600.5941,1600.5941,128.0417,128.0417,12029.0239,12029.0239,1934.4960,1934.4960,1608.2932,1608.2932,137.5775,137.5775,13330.5295,12029.0239,0.7401,0.0685,4.1527,69.0011,22.6787,21.6903, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
01/2009,536.7859,536.7859,403.4077,403.4077,32.5742,32.5742,3522.3615,3522.3615,536.7859,536.7859,244.3448,244.3448,18.1280,18.1280,3522.3615,3522.3615,274.1126,274.1126,175.5733,175.5733,13.6758,13.6758,1826.4799,1826.4799,473.0918,473.0918,349.9385,349.9385,28.2085,28.2085,3119.6142,3119.6142,536.7859,536.7859,394.5435,394.5435,32.5607,32.5607,3522.3615,3119.6142,0.7843,0.0842,4.2380,69.8228,22.6933,22.0079, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
02/2009,599.7802,599.7802,530.1399,530.1399,40.2114,40.2114,3977.4693,3977.4693,599.7802,599.7802,291.9597,291.9597,19.3734,19.3734,3977.4693,3977.4693,264.8765,264.8765,190.5757,190.5757,14.4120,14.4120,1769.9589,1769.9589,834.7363,834.7363,867.9879,867.9879,62.9629,62.9629,5479.3538,5479.3538,599.7802,599.7802,484.4716,484.4716,38.3190,38.3190,3977.4693,5479.3538,0.7668,0.0732,4.2475,69.2665,22.6145,22.6354, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
03/2009,405.5702,405.5702,288.5879,288.5879,23.7121,23.7121,2882.1948,2882.1948,405.5702,405.5702,177.6793,177.6793,12.9364,12.9364,2882.1948,2882.1948,204.7421,204.7421,123.4352,123.4352,9.8231,9.8231,1446.3420,1446.3420,330.2381,330.2381,229.7225,229.7225,19.0102,19.0102,2392.9481,2392.9481,405.5702,405.5702,283.2223,283.2223,23.6930,23.6930,2882.1948,2392.9481,0.7683,0.0670,4.2141,68.9511,22.3452,22.8062, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
04/2009,395.7811,395.7811,292.1382,292.1382,24.0319,24.0319,2713.3991,2713.3991,395.7811,395.7811,174.6631,174.6631,12.4275,12.4275,2713.3991,2713.3991,167.3136,167.3136,102.1549,102.1549,8.2850,8.2850,1161.8784,1161.8784,318.6518,318.6518,224.0253,224.0253,18.5697,18.5697,2215.6704,2215.6704,395.7811,395.7811,282.5483,282.5483,23.8624,23.8624,2713.3991,2215.6704,0.7383,0.0650,4.2627,68.7624,22.2073,22.8564, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
05/2009,1566.6998,1566.6998,1598.8209,1598.8209,124.2598,124.2598,11306.0242,11306.0242,1566.6998,1566.6998,779.5830,779.5830,49.7183,49.7183,11306.0242,11306.0242,866.9030,866.9030,800.7086,800.7086,59.7614,59.7614,6253.7631,6253.7631,1837.6416,1837.6416,1985.8119,1985.8119,148.3390,148.3390,13218.4805,13218.4805,1566.6998,1566.6998,1411.4350,1411.4350,115.8776,115.8776,11306.0242,13218.4805,0.7238,0.0640,4.2318,68.9582,21.6378,23.4391, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
06/2009,5853.4877,5853.4877,6499.2494,6499.2494,503.5071,503.5071,45104.3989,45104.3989,5853.4877,5853.4877,3182.4568,3182.4568,189.6424,189.6424,45104.3989,45104.3989,2993.3971,2993.3971,2894.7516,2894.7516,218.1277,218.1277,23169.8536,23169.8536,5889.5078,5889.5078,6605.6703,6605.6703,518.5722,518.5722,45473.3669,45473.3669,5853.4877,5853.4877,5688.6538,5688.6538,464.7231,464.7231,45104.3989,45473.3669,0.7283,0.0627,3.9642,68.7353,21.6807,23.1858, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
07/2009,13158.8410,13158.8410,21413.0450,21413.0450,1400.4969,1400.4969,114161.8757,114161.8757,13158.8410,13158.8410,7543.2606,7543.2606,438.0868,438.0868,114161.8757,114161.8757,4709.6122,4709.6122,4983.5826,4983.5826,390.2338,390.2338,40779.5896,40779.5896,15835.4266,15835.4266,27589.7833,27589.7833,1742.5627,1742.5627,137662.1325,137662.1325,13158.8410,13158.8410,15032.7327,15032.7327,1298.5234,1298.5234,114161.8757,137662.1325,0.7613,0.0611,4.3764,68.5561,21.6455,20.8722, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
08/2009,16390.2528,16390.2528,28464.9310,28464.9310,1690.7097,1690.7097,144695.8182,144695.8182,16390.2528,16390.2528,9438.1499,9438.1499,516.9802,516.9802,144695.8182,144695.8182,8712.2390,8712.2390,13401.2834,13401.2834,922.9632,922.9632,76649.4916,76649.4916,14565.8909,14565.8909,23806.2799,23806.2799,1441.7520,1441.7520,128602.2766,128602.2766,16390.2528,16390.2528,19791.9967,19791.9967,1535.4273,1535.4273,144695.8182,128602.2766,0.8763,0.0654,4.4809,68.6270,21.7615,20.3434, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
09/2009,13780.4458,13780.4458,19900.7411,19900.7411,1206.5332,1206.5332,135411.6230,135411.6230,13780.4458,13780.4458,7685.9566,7685.9566,413.2033,413.2033,135411.6230,135411.6230,7339.4813,7339.4813,9570.4799,9570.4799,676.8461,676.8461,71545.9136,71545.9136,11091.3581,11091.3581,14951.2951,14951.2951,950.3051,950.3051,108753.2460,108753.2460,13780.4458,13780.4458,14579.5708,14579.5708,1084.1638,1084.1638,135411.6230,108753.2460,0.8253,0.0659,4.5315,68.6078,21.7390,20.2164, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
10/2009,4145.1955,4145.1955,4043.1397,4043.1397,301.7390,301.7390,35388.1793,35388.1793,4145.1955,4145.1955,2079.6266,2079.6266,141.1803,141.1803,35388.1793,35388.1793,2127.5222,2127.5222,1930.6543,1930.6543,153.2858,153.2858,18291.4284,18291.4284,3356.4586,3356.4586,3148.6807,3148.6807,240.6401,240.6401,28753.3696,28753.3696,4145.1955,4145.1955,3422.0408,3422.0408,282.0524,282.0524,35388.1793,28753.3696,0.7583,0.0669,4.3799,69.3311,22.1086,20.7775, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
11/2009,3378.6202,3378.6202,3410.2481,3410.2481,262.8949,262.8949,22401.5334,22401.5334,3378.6202,3378.6202,1706.9336,1706.9336,115.6698,115.6698,22401.5334,22401.5334,1293.3130,1293.3130,1136.9749,1136.9749,89.4597,89.4597,8721.5735,8721.5735,2670.5635,2670.5635,2664.6728,2664.6728,206.5649,206.5649,17753.2530,17753.2530,3378.6202,3378.6202,2966.9784,2966.9784,244.5006,244.5006,22401.5334,17753.2530,0.7628,0.0740,4.2298,69.6686,22.5184,21.3723, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
12/2009,826.5110,826.5110,621.7048,621.7048,49.5014,49.5014,5352.8796,5352.8796,826.5110,826.5110,374.8558,374.8558,27.2270,27.2270,5352.8796,5352.8796,381.4819,381.4819,262.1479,262.1479,21.2754,21.2754,2514.9540,2514.9540,673.2634,673.2634,497.4006,497.4006,39.9021,39.9021,4380.7161,4380.7161,826.5110,826.5110,598.4306,598.4306,49.4245,49.4245,5352.8796,4380.7161,0.8117,0.1011,4.1587,69.9228,22.7192,21.9914, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
01/2010,308.1456,308.1456,208.9180,208.9180,16.9870,16.9870,2053.6762,2053.6762,308.1456,308.1456,131.2424,131.2424,9.9191,9.9191,2053.6762,2053.6762,176.1696,176.1696,105.9572,105.9572,8.4489,8.4489,1186.6312,1186.6312,261.3946,261.3946,173.6966,173.6966,14.0899,14.0899,1750.4595,1750.4595,308.1456,308.1456,208.2961,208.2961,16.9861,16.9861,2053.6762,1750.4595,0.7773,0.1042,4.2928,69.3665,22.7466,22.5722, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
02/2010,182.1744,182.1744,118.1126,118.1126,9.5949,9.5949,1280.5328,1280.5328,182.1744,182.1744,75.9874,75.9874,5.7664,5.7664,1280.5328,1280.5328,100.9325,100.9325,56.7325,56.7325,4.4133,4.4133,718.5635,718.5635,154.0685,154.0685,98.6471,98.6471,7.9419,7.9419,1081.7572,1081.7572,182.1744,182.1744,118.0535,118.0535,9.5948,9.5948,1280.5328,1081.7572,0.7678,0.0912,4.2630,69.5228,22.7225,22.8213, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
03/2010,1168.0848,1168.0848,1504.8300,1504.8300,113.9145,113.9145,6618.0485,6618.0485,1168.0848,1168.0848,609.4842,609.4842,38.4994,38.4994,6618.0485,6618.0485,803.0102,803.0102,976.2043,976.2043,73.6889,73.6889,4504.9640,4504.9640,622.0109,622.0109,674.1835,674.1835,51.6461,51.6461,3564.5461,3564.5461,1168.0848,1168.0848,1148.6888,1148.6888,96.4699,96.4699,6618.0485,3564.5461,0.7633,0.0823,4.2895,69.3295,22.4679,22.6867, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
04/2010,1175.4806,1175.4806,1117.4560,1117.4560,84.6040,84.6040,7563.4240,7563.4240,1175.4806,1175.4806,578.5861,578.5861,36.7322,36.7322,7563.4240,7563.4240,514.2787,514.2787,405.9669,405.9669,31.1922,31.1922,3311.4624,3311.4624,736.1971,736.1971,631.1590,631.1590,48.0293,48.0293,4732.7210,4732.7210,1175.4806,1175.4806,992.4585,992.4585,79.1729,79.1729,7563.4240,4732.7210,0.7378,0.0742,4.2381,69.3061,22.3279,22.5815, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
